      157.4393822839       -0.8807412236       -1.2331262152     -157.4313156510
        9.7435168946       -0.0051712611        0.2381550800       -9.7396045662
        6.9310844534        0.0362280943        0.2694752057       -6.9243427525
        0.7460038429       -0.2206628664       -0.1438198985       -0.6838608666
        6.3907254797        1.2716787521        1.0422298083       -6.1740167274
       58.5544811606       -0.5695590845       -0.3627761836      -58.5430479911
       49.7097441380        0.2839991726       -0.4668202293      -49.6978846131
       62.7485783532        0.6510530003        1.3970949413      -62.7226079598
        6.9411919273        0.1434555273       -0.0312880942       -6.9382351613
       15.0516040711        0.4931562547        2.1627817414      -14.8865871635
        1.9554625817        0.2396813608       -0.0786236784       -1.9340954697
        0.9118040941        0.3355486441        0.0516402769       -0.8346540063
        1.8994852039       -0.7853865645       -0.7810520475       -1.5367790662
        0.7283822313        0.1094889185       -0.1754670827       -0.6843130641
        6.7420362761       -1.3395280577       -1.0677537402       -6.4527380155
        0.9647588756       -0.4610425267       -0.0168193957       -0.8357253135
        6.5019392609       -0.8586330562       -2.0252604440       -6.1169276419
        0.4622264166        0.1506846470       -0.2812835366       -0.3038867955
        4.2454664891        1.9980221318        1.1300023793       -3.4459595617
        0.4545798417        0.3272882037       -0.2364585949        0.1553473919
        1.9612643798        1.0076426762        1.4440286855        0.8523588299
        0.4222050407        0.0379998790       -0.3660104062        0.1528715253
       18.2503000364       10.0151541250       -2.3211630182      -15.0785563543
       19.5276839884       11.3598983026       -1.2325298244      -15.8349153125
        3.5198245120        1.6687709743       -1.1585763834       -2.8709909456
        3.3957985464        3.2014431503       -0.3128004506       -0.5513753788
       43.7617176202      -30.7151484971        7.1828179172      -30.3287168815
       11.0234901429       -7.5956115238        2.5973350872       -7.5388480549
        1.0721150358       -0.9213602936       -0.5107772285       -0.1419601961
        1.3827705828       -1.0794599717       -0.6668199287        0.5316879271
        2.6941784942       -0.7396340255       -0.6182167240        2.5119449763
        1.0642511636        0.2074176533        0.2794277179        0.9960164767
        2.7372826624       -0.1539166871       -0.7751679292        2.5738103560
      234.4396892268       -1.3215623416       -0.6371922652      234.4350568153
      464.9479787674       -1.0575338040        0.0953188302      464.9467453555
       71.0861889671       -0.6276410883        0.2361957514       71.0828886604
        1.0340430193       -0.2082020096       -0.4373362216        0.9028588667
